r_def,loc,mun,est,est_d,ageb,t_loc,cd_a,ent,con,upm,d_sem,n_pro_viv,v_sel,n_hog,h_mud,n_ent,per,n_ren,c_res,par_c,sex,eda,nac_dia,nac_mes,nac_anio,l_nac_c,cs_p12,cs_p13_1,cs_p13_2,cs_p14_c,cs_p15,cs_p16,cs_p17,n_hij,e_con,cs_ad_mot,cs_p20_des,cs_ad_des,cs_nr_mot,cs_p22_des,cs_nr_ori,ur,zona,salario,fac,clase1,clase2,clase3,pos_ocu,seg_soc,rama,c_ocu11c,ing7c,dur9c,emple7c,medica5c,buscar5c,rama_est1,rama_est2,dur_est,ambito1,ambito2,tue1,tue2,tue3,busqueda,d_ant_lab,d_cexp_est,dur_des,sub_o,s_clasifi,remune2c,pre_asa,tip_con,dispo,nodispo,c_inac5c,pnea_est,niv_ins,eda5c,eda7c,eda12c,eda19c,hij5c,domestico,anios_esc,hrsocup,ingocup,ing_x_hrs,tpg_p8a,tcco,cp_anoc,imssissste,ma48me1sm,p14apoyos,scian,t_tra,emp_ppal,tue_ppal,trans_ppal,mh_fil2,mh_col,sec_ins
0,1,87,23,817,0,1,81,30,5093,54,503,5,1,1,0,1,105,4,1,301,1,18,4,1,1987,30,1,4,2,, , ,1,,6,,, ,,, ,2,3,1322,1445,2,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1,4,3,1,1,1,6,0,7,11,0,0,0,0,0,0,0,0,2,0,1,0,0,0,0,0,0
0,87,87,30,857,0,3,85,30,5062,168,401,202,12,1,0,2,105,4,1,608,2,4,27,5,2000,30, ,, ,, , , ,, ,,, ,,, ,2,3,1322,126,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,87,87,30,857,0,3,85,30,5062,168,401,288,17,1,0,2,105,1,1,101,2,56,18,6,1948,200,1,8,2,5930, ,1,2,0,6,,, ,,, ,2,3,1322,126,1,1,1,1,1,4,1,5,6,6,3,4,3,11,4,2,7,2,4,1,2,0,0,0,0,0,1,1,2,0,0,0,0,4,3,5,9,14,1,3,18,40,9000,52.32558,0,0,0,1,0,2,20,1,2,2,0,3,2,5
0,1,87,23,817,0,1,81,30,5001,602,101,0,2,1,0,5,105,1,1,101,1,45,19,10,1959,20,1,8,2,5920, ,1,2,,5,,, ,,, ,2,3,1322,714,1,1,1,1,2,4,4,4,8,6,4,4,3,11,5,2,7,2,4,1,2,0,0,0,0,0,1,1,3,0,0,0,0,4,3,4,7,12,0,3,18,63,6000,22.14839,0,0,0,4,0,2,20,2,1,2,0,3,1,5
0,1,87,22,816,0,1,81,30,5021,692,201,0,3,1,0,4,105,4,1,301,1,20,28,10,1984,30,1,3,1,, , ,2,,6,,, ,,, ,2,3,1322,635,1,1,1,4,2,2,5,6,6,2,1,4,2,3,4,2,2,3,5,0,2,0,0,0,0,0,0,0,0,0,0,0,0,2,1,2,2,7,0,3,7,48,0,0,0,0,0,4,0,2,5,1,1,1,0,1,9,8
0,1,87,31,818,0,1,81,30,5022,650,201,0,3,1,0,4,105,2,1,202,2,23,3,9,1981,30,1,3,3,, , ,2,0,1,,, ,,, ,2,3,1322,605,2,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,2,4,3,1,2,2,7,1,8,9,0,0,0,0,0,0,0,0,2,0,1,0,0,0,0,0,0
0,1,87,32,819,0,1,81,30,5023,270,201,0,1,1,0,4,105,1,1,101,2,60,17,8,1944,30,1,5,4,7110,2,1,2,1,3,,, ,,, ,2,3,1322,659,2,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,4,3,3,6,10,15,2,8,13,0,0,0,0,0,0,0,0,2,0,1,0,0,0,0,0,0
0,1,87,22,816,0,1,81,30,5028,307,202,0,4,1,0,4,105,5,1,301,1,12,30,6,1992,30,1,2,5,, , ,1,,6,,, ,,, ,2,3,1322,673,2,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1,4,1,0,0,0,5,0,6,5,0,0,0,0,0,0,0,0,2,0,1,0,0,0,0,0,0
0,1,87,40,821,0,1,81,30,5033,828,203,0,4,1,0,4,105,2,1,301,1,15,19,7,1989,30,1,3,3,, , ,1,,6,,, ,,, ,2,3,1322,802,1,1,1,3,2,2,5,4,4,1,1,4,2,3,3,2,2,3,5,0,2,0,0,0,0,0,0,0,0,0,0,0,0,3,1,1,1,6,0,2,9,25,4300,40,0,0,1,4,0,2,5,1,1,1,0,1,7,8
0,1,87,33,820,0,1,81,30,5035,694,203,0,4,1,0,4,105,1,1,101,1,49,2,6,1955,30,1,3,3,, , ,2,,5,,, ,,, ,2,3,1322,650,1,1,1,1,1,3,8,2,6,6,3,4,3,5,4,2,6,1,1,0,2,0,0,0,0,0,1,1,3,0,0,0,0,3,3,4,7,12,0,3,9,45,2320,11.98966,0,0,0,1,0,2,7,1,2,2,0,3,2,2
0,1,87,23,817,0,1,81,30,5040,361,301,54,2,1,1,3,105,1,1,101,2,18,8,7,1986,30,1,4,3,, , ,1,0,6,,, ,,, ,2,3,1322,853,2,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1,4,4,1,1,1,6,1,7,12,0,0,0,0,0,0,0,0,2,0,1,0,0,0,0,0,0
0,1,87,23,817,0,1,81,30,5040,361,301,82,3,1,0,3,105,1,1,101,1,26,4,7,1978,30,1,4,2,, , ,2,,5,,, ,,, ,2,3,1322,853,1,1,1,1,1,4,5,5,6,6,3,4,3,7,4,2,6,1,1,0,2,0,0,0,0,0,1,1,6,0,0,0,0,3,2,2,3,8,0,1,11,45,9000,46.51163,0,0,0,1,0,2,8,1,2,2,0,3,2,2
0,1,87,21,815,0,1,81,30,5042,157,302,117,3,1,0,3,105,2,1,201,2,32,14,5,1972,30,1,4,3,, , ,2,2,5,,, ,,, ,2,3,1322,1062,2,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,2,4,4,2,3,4,9,2,8,12,0,0,0,0,0,0,0,0,2,0,1,0,0,0,0,0,0
0,1,87,23,817,0,1,81,30,5044,915,302,14,1,1,0,3,105,1,1,101,1,31,26,7,1973,20,1,7,5,3411,3,1,2,,5,,, ,,, ,2,3,1322,855,1,1,1,1,1,3,1,3,6,3,3,4,3,5,4,2,4,1,1,0,2,0,0,0,0,0,1,1,2,0,0,0,0,4,2,3,4,9,0,3,17,42,3200,17.71872,0,0,0,1,0,2,7,1,2,2,0,3,2,2
0,1,87,23,817,0,1,81,30,5044,915,302,46,3,1,0,3,105,3,1,301,1,26,5,8,1978,30,1,4,3,, , ,2,,6,,, ,,, ,2,3,1322,855,1,1,1,1,2,4,4,3,6,5,4,4,3,6,4,2,4,1,1,0,2,0,0,0,0,0,1,1,5,0,0,0,0,4,2,2,3,8,0,1,12,48,3000,14.53488,0,0,0,4,0,2,18,1,1,2,0,3,1,2
0,1,87,23,817,0,1,81,30,5045,796,302,43,1,1,0,3,105,3,1,603,1,28,23,9,1976,9,1,7,6,3421,3,1,2,,3,,, ,,, ,2,3,1322,744,1,1,1,1,1,4,4,5,7,6,3,4,3,9,5,2,6,2,4,1,2,0,0,0,0,0,1,1,3,0,0,0,0,4,2,2,3,8,0,1,18,50,14000,65.11628,0,0,0,3,0,1,15,2,2,2,0,3,2,7
0,1,87,32,819,0,1,81,30,5046,726,302,187,4,1,0,3,105,3,1,301,1,10,21,6,1994,30,1,2,4,, , ,1,, ,,, ,,, ,2,3,1322,702,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,1,87,40,821,0,1,81,30,5072,548,403,53,2,1,0,2,105,2,1,401,2,21,2,5,1983,30,1,3,1,, , ,2,0,6,,, ,,, ,2,3,1322,854,1,1,1,1,1,4,8,1,6,2,2,4,3,10,4,2,8,3,6,0,2,0,0,0,0,0,1,2,5,0,0,0,0,2,1,2,2,7,1,3,7,40,1200,6.97674,0,2,0,3,0,2,19,1,2,2,0,2,2,9
0,1,87,40,821,0,1,81,30,5072,548,403,136,5,1,0,2,105,4,1,612,1,25,13,10,1979,30,1,7,4,4111,3,1,2,,6,,, ,,, ,2,3,1322,854,1,2,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,3,0,0,0,0,0,0,0,0,0,4,2,2,3,8,0,3,16,0,0,0,0,0,0,0,0,2,0,1,0,0,0,0,0,0
0,1,87,22,816,0,1,81,30,5080,388,501,30,2,1,0,1,105,1,1,101,2,73,29,4,1931,30,2,0,0,, , ,2,8,4,,, ,,, ,2,3,1322,762,2,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,2,4,1,4,6,11,17,4,8,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0
0,1,87,33,820,0,1,81,30,5081,575,501,105,5,1,0,1,105,4,1,301,2,8,18,9,1996,30,1,2,1,, , ,1,, ,,, ,,, ,2,3,1322,681,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,1,87,40,821,0,1,81,30,5089,959,502,12,1,1,0,1,105,3,1,301,2,18,13,5,1986,30,1,4,3,, , ,1,0,6,,, ,,, ,2,3,1322,818,2,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1,4,4,1,1,1,6,1,7,12,0,0,0,0,0,0,0,0,2,0,1,0,0,0,0,0,0
0,1,87,40,821,0,1,81,30,5089,959,502,34,2,1,0,1,105,2,1,605,2,76,29,7,1928,30,1,2,6,, , ,2,2,2,,, ,,, ,2,3,1322,818,2,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,2,4,2,4,6,11,18,2,8,6,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0
0,1,87,31,818,0,1,81,30,5094,491,503,128,5,1,0,1,105,1,1,101,1,42,3,12,1962,30,1,2,6,, , ,2,,5,,, ,,, ,2,3,1322,736,1,1,1,3,2,1,5,4,8,1,1,4,2,4,5,2,2,3,5,0,2,0,0,0,0,0,0,0,0,0,0,0,0,2,2,4,6,11,0,3,6,58,6450,25.86207,0,0,1,4,0,2,4,2,1,1,0,1,7,8
0,1,87,31,818,0,1,81,30,5094,491,503,128,5,1,0,1,105,4,1,301,2,13,27,9,1991,30,1,3,1,, , ,1,0,6,,, ,,, ,2,3,1322,736,2,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1,4,2,0,0,0,5,1,7,7,0,0,0,0,0,0,0,0,2,0,1,0,0,0,0,0,0
0,87,87,30,857,0,3,85,30,5062,168,401,13,1,1,0,2,105,1,1,101,2,55,8,12,1949,30,1,7,4,3741,3,1,2,0,6,,, ,,, ,2,3,1322,126,1,1,3,1,1,4,4,1,1,6,3,4,3,11,1,2,7,2,4,1,2,0,0,0,0,0,1,1,3,0,0,0,0,4,3,5,9,14,1,3,16,0,1000,0,0,0,0,2,0,2,20,1,2,2,0,3,2,5
0,1,87,22,816,0,1,81,30,5002,166,101,0,2,1,0,5,105,1,1,101,2,54,21,1,1950,30,1,2,6,, , ,2,1,5,,, ,,, ,2,3,1322,802,1,1,1,2,2,3,6,2,8,2,1,4,3,5,5,2,3,1,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,2,3,5,8,13,2,1,6,70,2580,8.57143,0,3,0,4,0,2,7,1,2,2,0,3,6,4
0,1,87,21,815,0,1,81,30,5005,291,102,0,2,1,0,5,105,2,1,202,2,47,21,7,1957,30,1,2,6,, , ,2,4,2,,, ,,, ,2,3,1322,825,1,1,1,1,2,4,8,1,2,2,1,4,3,10,2,2,8,3,6,0,2,0,0,0,0,0,1,2,5,0,0,0,0,2,3,4,7,12,3,3,6,12,258,5,0,0,0,4,0,2,19,1,1,2,0,2,1,9
0,1,87,22,816,0,1,81,30,5016,238,103,0,1,1,0,5,105,1,1,101,2,54,13,8,1950,30,1,2,6,, , ,2,1,6,,, ,,, ,2,3,1322,663,1,1,1,3,2,2,5,2,3,1,1,4,2,3,3,2,2,3,5,0,2,0,0,0,0,0,0,0,0,0,0,0,0,2,3,5,8,13,2,3,6,20,2150,25,0,0,1,4,0,2,5,1,1,1,0,1,7,8
0,1,87,22,816,0,1,81,30,5016,238,103,0,3,1,0,5,105,2,1,202,2,29,7,5,1975,30,1,3,3,, , ,2,0,1,,, ,,, ,2,3,1322,663,2,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,2,4,3,2,2,3,8,1,8,9,0,0,0,0,0,0,0,0,2,0,1,0,0,0,0,0,0
0,1,87,31,818,0,1,81,30,5022,650,201,0,2,1,0,4,105,4,1,301,1,17,17,9,1987,30,1,3,2,, , ,2,,6,,, ,,, ,2,3,1322,605,1,1,1,4,2,2,5,6,4,3,1,4,2,3,3,2,3,1,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,2,1,1,1,6,0,3,8,25,0,0,0,0,0,4,0,2,5,1,1,2,0,3,9,4
0,1,87,22,816,0,1,81,30,5028,307,202,0,4,1,0,4,105,7,1,616,1,19,22,5,1985,30,1,2,5,, , ,2,,1,,, ,,, ,2,3,1322,673,1,1,1,1,2,2,5,2,8,2,4,4,2,3,5,2,3,3,5,0,2,0,0,0,0,0,1,1,5,0,0,0,0,1,1,1,1,6,0,3,5,60,2150,8.33333,0,3,0,4,0,2,5,1,1,1,0,1,1,8
0,1,87,40,821,0,1,81,30,5033,828,203,0,1,1,0,4,105,2,1,201,2,54,31,8,1950,30,1,7,4,4033,3,1,2,3,5,,, ,,, ,2,3,1322,802,1,1,1,1,1,4,3,4,4,6,3,4,3,9,3,2,6,2,4,1,2,0,0,0,0,0,1,1,3,0,0,0,0,4,3,5,8,13,3,3,16,25,5000,46.51163,0,0,0,2,0,2,15,1,2,2,0,3,2,7
0,1,87,10,814,0,1,81,30,5034,154,203,0,2,1,0,4,105,3,1,301,1,7,18,1,1998,30,1,1,1,, , ,1,, ,,, ,,, ,2,3,1322,359,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,1,87,21,815,0,1,81,30,5042,157,302,159,4,1,0,3,105,2,1,201,2,28,30,5,1976,30,1,2,6,, , ,2,0,5,,, ,,, ,2,3,1322,1062,2,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,2,3,2,2,2,3,8,1,8,6,0,0,0,0,0,0,0,0,2,0,1,0,0,0,0,0,0
0,1,87,33,820,0,1,81,30,5043,440,302,103,3,1,0,3,105,1,1,101,2,64,15,8,1940,9,1,7,2,3931,3,2,2,2,2,,, ,,, ,2,3,1322,711,2,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,2,4,4,3,6,10,15,2,8,14,0,0,0,0,0,0,0,0,2,0,1,0,0,0,0,0,0
0,1,87,21,815,0,1,81,30,5050,543,303,92,4,1,0,3,105,2,1,202,2,42,2,6,1962,30,1,2,4,, , ,2,4,1,,, ,,, ,2,3,1322,980,1,1,1,1,1,4,5,2,8,2,3,4,3,6,5,2,3,1,2,0,2,0,0,0,0,0,1,1,5,0,0,0,0,1,2,4,6,11,3,3,4,60,2200,8.52713,0,3,0,1,0,2,18,1,2,2,0,3,2,4
0,1,87,21,815,0,1,81,30,5050,543,303,121,5,1,0,3,105,3,1,301,2,16,9,3,1988,30,1,4,2,, , ,1,0,6,,, ,,, ,2,3,1322,980,2,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1,4,3,1,1,1,6,1,7,11,0,0,0,0,0,0,0,0,2,0,1,0,0,0,0,0,0
0,1,87,22,816,0,1,81,30,5063,109,402,33,1,1,0,2,105,1,1,101,1,19,15,5,1985,30,1,2,6,, , ,1,,1,,, ,,, ,2,3,1322,881,1,1,1,1,1,2,5,4,6,2,3,4,2,3,4,2,3,3,5,0,2,0,0,0,0,0,1,1,5,0,0,0,0,2,1,1,1,6,0,3,6,42,4644,25.71429,0,0,0,1,0,2,5,1,1,1,0,1,1,8
0,1,87,32,819,0,1,81,30,5065,656,402,41,1,1,0,2,105,1,1,101,1,40,17,2,1964,9,1,4,3,, , ,2,,5,,, ,,, ,2,3,1322,714,1,1,1,1,2,4,3,4,7,3,4,4,3,10,5,2,4,1,1,0,2,0,0,0,0,0,1,1,5,0,0,0,0,4,2,4,6,11,0,2,12,50,6450,30,0,0,0,4,0,2,19,1,1,2,0,3,1,2
0,1,87,32,819,0,1,81,30,5065,656,402,128,3,1,1,2,105,1,1,101,2,18,24,11,1986,30,1,4,3,, , ,1,0,6,,, ,,, ,2,3,1322,714,2,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1,4,4,1,1,1,6,1,7,12,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0
0,1,87,40,821,0,1,81,30,5072,548,403,24,1,1,0,2,105,6,1,608,2,3,29,12,2001,5, ,, ,, , , ,, ,,, ,,, ,2,3,1322,854,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,1,87,23,817,0,1,81,30,5073,472,403,36,2,1,0,2,105,1,1,101,2,79,13,6,1925,30,2,0,0,, , ,2,7,4,,, ,,, ,2,3,1322,742,1,1,1,1,2,4,8,1,2,2,1,4,3,10,2,2,8,3,6,0,2,0,0,0,0,0,1,2,5,0,0,0,0,1,4,6,11,18,4,3,0,4,172,10,0,0,0,4,0,2,19,1,1,2,0,2,1,9
0,1,87,32,819,0,1,81,30,5079,599,501,79,3,1,0,1,105,4,1,301,2,38,15,7,1966,30,1,7,1,4131,3,2,2,1,6,,, ,,, ,2,3,1322,624,2,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,2,3,4,2,3,5,10,2,8,13,0,0,0,0,0,0,0,0,2,0,1,0,0,0,0,0,0
0,1,87,32,819,0,1,81,30,5079,599,501,117,4,1,0,1,105,1,1,101,2,76,29,4,1928,30,1,2,6,, , ,2,3,6,,, ,,, ,2,3,1322,624,2,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,2,2,2,4,6,11,18,3,8,6,0,0,0,0,0,0,0,0,2,0,1,0,0,0,0,0,0
0,1,87,31,818,0,1,81,30,5094,491,503,97,4,1,0,1,105,4,1,301,2,6,10,4,1998,30,1,1,2,, , ,1,, ,,, ,,, ,2,3,1322,736,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,87,87,30,857,0,3,85,30,5062,168,401,202,12,1,0,2,105,5,1,401,2,15,18,8,1989,30,1,2,6,, , ,2,0,6,,, ,,, ,2,3,1322,126,1,1,1,1,1,4,8,2,6,2,3,4,3,10,4,2,8,3,6,0,2,0,0,0,0,0,1,1,5,0,0,0,0,2,1,1,1,6,1,3,6,45,2150,11.11111,0,0,0,3,0,2,19,1,2,2,0,2,2,9
0,87,87,30,857,0,3,85,30,5062,168,401,218,13,1,0,2,105,2,1,202,2,40,21,2,1964,30,1,4,3,, , ,2,1,1,,, ,,, ,2,3,1322,126,1,1,1,1,1,4,1,5,6,6,3,4,3,9,4,2,6,2,4,1,2,0,0,0,0,0,1,1,3,0,0,0,0,4,2,4,6,11,2,3,12,40,8000,46.51163,0,0,0,1,0,2,16,1,2,2,0,3,2,7
0,87,87,30,857,0,3,85,30,5062,168,401,253,15,1,0,2,105,2,1,201,2,37,10,10,1967,30,1,4,3,, , ,2,0,5,,, ,,, ,2,3,1322,126,1,1,3,1,1,4,4,5,1,5,3,4,3,9,1,2,4,2,4,1,2,0,0,0,0,0,1,1,3,0,0,0,0,4,2,3,5,10,1,3,12,0,8000,0,0,0,0,2,0,2,15,1,2,2,0,3,2,7
0,87,87,30,857,0,3,85,30,5062,168,401,306,18,1,0,2,105,1,1,101,1,54,17,10,1950,30,1,3,3,, , ,2,,5,,, ,,, ,2,3,1322,126,1,1,1,1,1,4,1,4,5,6,3,4,3,11,4,2,7,2,4,1,2,0,0,0,0,0,1,1,3,0,0,0,0,3,3,5,8,13,0,1,9,35,4200,27.90698,0,0,0,2,0,2,20,1,2,2,0,3,2,5
0,87,87,30,857,0,3,85,30,5062,168,401,323,19,1,0,2,105,1,1,101,1,46,12,7,1958,30,1,7,2,3612,3,2,2,,5,,, ,,, ,2,3,1322,126,1,1,1,1,1,5,9,3,6,6,3,4,2,2,4,2,6,2,4,1,2,0,0,0,0,0,1,1,2,0,0,0,0,4,3,4,7,12,0,1,14,40,3600,20.93023,0,0,0,1,0,2,3,1,2,2,0,3,2,7
0,87,87,30,857,0,3,85,30,5062,168,401,323,19,1,0,2,105,3,1,301,1,25,14,1,1979,30,1,4,3,, , ,2,,6,,, ,,, ,2,3,1322,126,1,1,3,1,1,4,7,3,1,2,3,4,3,7,1,2,3,1,2,0,2,0,0,0,0,0,1,1,3,0,0,0,0,4,2,2,3,8,0,5,12,0,3440,0,0,0,0,3,0,2,8,1,2,2,0,3,2,4
0,1,87,40,821,0,1,81,30,5013,739,103,0,5,1,0,5,105,2,1,201,2,55,3,10,1949,30,1,7,4,3532,3,1,2,2,5,,, ,,, ,2,3,1322,834,1,1,1,1,1,4,4,5,6,4,3,4,3,9,4,2,4,2,4,1,2,0,0,0,0,0,1,1,3,0,0,0,0,4,3,5,9,14,2,3,16,40,10000,58.13953,0,0,0,3,0,2,15,1,2,2,0,3,2,7
0,1,87,10,814,0,1,81,30,5015,288,103,0,2,1,0,5,105,7,1,608,1,1,7,1,2004,30, ,, ,, , , ,, ,,, ,,, ,2,3,1322,391,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,1,87,22,816,0,1,81,30,5016,238,103,0,1,1,0,5,105,2,1,301,1,24,8,11,1980,30,1,7,2,4131,3,2,2,,5,,, ,,, ,2,3,1322,663,1,1,1,1,2,4,5,3,7,2,4,4,3,10,5,2,3,1,1,0,2,0,0,0,0,0,1,1,5,0,0,0,0,4,1,2,2,7,0,3,14,54,3200,13.78122,0,0,0,4,0,2,19,1,1,2,0,3,1,2
0,1,87,22,816,0,1,81,30,5016,238,103,0,1,1,0,5,105,3,1,616,2,20,4,2,1985,30,1,3,3,, , ,2,2,5,,, ,,, ,2,3,1322,663,2,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,2,4,3,1,2,2,7,2,8,9,0,0,0,0,0,0,0,0,2,0,1,0,0,0,0,0,0
0,1,87,21,815,0,1,81,30,5020,82,201,0,2,1,0,4,105,1,1,101,1,19,23,7,1985,30,1,2,6,, , ,2,,1,,, ,,, ,2,3,1322,958,1,1,1,1,2,7,5,3,8,2,4,4,4,0,5,2,8,4,0,0,2,0,0,0,0,0,1,1,5,0,0,0,0,2,1,1,1,6,0,3,6,57,3870,15.78947,0,0,0,4,0,2,21,1,1,2,0,3,1,11
0,1,87,22,816,0,1,81,30,5021,692,201,0,1,1,0,4,105,3,1,301,1,10,18,9,1994,30,1,2,3,, , ,1,, ,,, ,,, ,2,3,1322,635,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,1,87,22,816,0,1,81,30,5021,692,201,0,2,1,0,4,105,1,1,101,2,71,7,11,1933,30,1,2,3,, , ,2,10,4,,, ,,, ,2,3,1322,635,2,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,4,5,1,4,6,11,17,4,8,3,0,0,0,0,0,0,0,0,2,0,1,0,0,0,0,0,0
0,1,87,22,816,0,1,81,30,5021,692,201,0,2,1,0,4,105,2,1,301,1,24,10,4,1980,30,1,2,6,, , ,2,,6,,, ,,, ,2,3,1322,635,1,1,1,1,2,4,1,2,6,3,4,4,3,10,4,2,4,1,1,0,2,0,0,0,0,0,1,1,5,0,0,0,0,2,1,2,2,7,0,1,6,45,2580,13.33333,0,0,0,4,0,2,17,1,1,2,0,3,1,2
0,1,87,22,816,0,1,81,30,5021,692,201,0,3,1,0,4,105,8,1,608,1,3,24,9,2001,30, ,, ,, , , ,, ,,, ,,, ,2,3,1322,635,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,1,87,32,819,0,1,81,30,5023,270,201,0,1,1,0,4,105,5,1,608,1,3,13,11,2001,30, ,, ,, , , ,, ,,, ,,, ,2,3,1322,659,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,1,87,32,819,0,1,81,30,5023,270,201,0,3,1,0,4,105,4,1,301,2,14,16,3,1990,30,1,3,2,, , ,1,0,6,,, ,,, ,2,3,1322,659,2,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1,4,2,0,0,0,5,1,7,8,0,0,0,0,0,0,0,0,2,0,1,0,0,0,0,0,0
0,1,87,40,821,0,1,81,30,5033,828,203,0,4,1,0,4,105,1,1,101,1,49,31,12,1955,20,1,7,4,3921,3,1,2,,2,,, ,,, ,2,3,1322,802,1,1,1,2,2,4,3,4,3,2,1,4,3,7,3,2,2,1,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,4,3,4,7,12,0,3,16,18,5160,66.66667,0,0,0,4,0,2,8,1,2,2,0,3,6,4
0,1,87,40,821,0,1,81,30,5033,828,203,0,5,1,0,4,105,2,1,301,2,52,28,6,1952,9,1,7,5,3741,3,1,2,0,6,,, ,,, ,2,3,1322,802,2,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,4,4,3,5,8,13,1,8,17,0,0,0,0,0,0,0,0,2,0,1,0,0,0,0,0,0
