r_def,loc,mun,est,est_d,ageb,t_loc,cd_a,ent,con,upm,d_sem,n_pro_viv,v_sel,n_hog,h_mud,n_ent,per,n_ren,c_res,par_c,sex,eda,nac_dia,nac_mes,nac_anio,l_nac_c,cs_p12,cs_p13_1,cs_p13_2,cs_p14_c,cs_p15,cs_p16,cs_p17,n_hij,e_con,cs_ad_mot,cs_p20_des,cs_ad_des,cs_nr_mot,cs_p22_des,cs_nr_ori,ur,zona,salario,fac,clase1,clase2,clase3,pos_ocu,seg_soc,rama,c_ocu11c,ing7c,dur9c,emple7c,medica5c,buscar5c,rama_est1,rama_est2,dur_est,ambito1,ambito2,tue1,tue2,tue3,busqueda,d_ant_lab,d_cexp_est,dur_des,sub_o,s_clasifi,remune2c,pre_asa,tip_con,dispo,nodispo,c_inac5c,pnea_est,niv_ins,eda5c,eda7c,eda12c,eda19c,hij5c,domestico,anios_esc,hrsocup,ingocup,ing_x_hrs,tpg_p8a,tcco,cp_anoc,imssissste,ma48me1sm,p14apoyos,scian,t_tra,emp_ppal,tue_ppal,trans_ppal,mh_fil2,mh_col,sec_ins
0,1,87,22,816,0,1,81,30,5080,388,501,11,1,1,0,1,105,2,1,201,2,21,19,3,1983,30,1,4,1,, , ,2,1,5,,, ,,, ,2,3,1322,762,1,1,1,1,1,4,8,2,6,6,3,4,3,6,4,2,5,1,1,0,2,0,0,0,0,0,1,1,3,0,0,0,0,3,1,2,2,7,2,3,10,48,1600,7.75194,0,0,0,1,0,2,18,1,2,2,0,3,2,2
0,1,87,22,816,0,1,81,30,5080,388,501,30,2,1,0,1,105,2,1,301,1,43,29,5,1961,30,2,0,0,, , ,2,,6,,, ,,, ,2,3,1322,762,1,1,1,3,2,1,5,2,7,1,1,4,2,4,5,2,2,3,5,0,2,0,0,0,0,0,0,0,0,0,0,0,0,1,2,4,6,11,0,1,0,50,2580,12,0,3,1,4,0,2,4,1,1,1,0,1,7,8
0,1,87,33,820,0,1,81,30,5081,575,501,11,1,1,0,1,105,1,1,101,1,62,20,6,1942,30,1,7,5,3411,3,1,2,,5,,, ,,, ,2,3,1322,681,1,1,3,1,1,4,2,5,1,6,3,4,3,9,1,2,5,2,4,1,2,0,0,0,0,0,1,1,3,0,0,0,0,4,3,6,10,15,0,2,17,0,9000,0,0,0,0,1,0,2,15,2,2,2,0,3,2,7
0,87,87,30,857,0,3,85,30,5062,168,401,64,4,1,0,2,105,1,1,101,1,61,15,8,1943,30,1,7,5,3931,3,1,2,,2,,, ,,, ,2,3,1322,126,1,1,1,1,1,4,4,2,6,6,3,4,3,11,4,2,7,2,4,1,2,0,0,0,0,0,1,1,3,0,0,0,0,4,3,6,10,15,0,1,17,40,2500,14.53488,0,0,0,2,0,2,20,1,2,2,0,3,2,5
0,87,87,30,857,0,3,85,30,5062,168,401,271,16,1,0,2,105,3,1,301,2,14,3,2,1990,30,1,3,2,, , ,1,0,6,,, ,,, ,2,3,1322,126,2,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1,4,2,0,0,0,5,1,7,8,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0
0,1,87,23,817,0,1,81,30,5001,602,101,0,1,1,0,5,105,1,1,101,1,31,29,6,1973,30,1,3,3,, , ,2,,5,,, ,,, ,2,3,1322,714,1,1,1,1,1,3,3,4,8,4,3,4,3,5,5,2,4,1,1,0,2,0,0,0,0,0,1,1,3,0,0,0,0,3,2,3,4,9,0,3,9,84,4000,11.0742,0,0,0,1,0,2,7,1,2,2,0,3,2,2
0,1,87,40,821,0,1,81,30,5013,739,103,0,3,1,0,5,105,3,1,301,1,23,13,10,1981,30,1,7,4,3961,3,1,2,,6,,, ,,, ,2,3,1322,834,1,1,1,1,1,4,4,5,6,6,3,4,3,11,4,2,7,2,4,1,2,0,0,0,0,0,1,1,2,0,0,0,0,4,1,2,2,7,0,3,16,48,24340,117.92636,0,0,0,2,0,2,20,1,2,2,0,3,2,5
0,1,87,22,816,0,1,81,30,5021,692,201,0,5,1,0,4,105,3,1,301,2,20,21,1,1984,30,1,4,2,, , ,2,0,6,,, ,,, ,2,3,1322,635,2,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,2,4,3,1,2,2,7,1,8,11,0,0,0,0,0,0,0,0,2,0,1,0,0,0,0,0,0
0,1,87,32,819,0,1,81,30,5023,270,201,0,2,1,0,4,105,4,1,616,2,41,13,7,1963,30,1,2,6,, , ,2,2,5,,, ,,, ,2,3,1322,659,1,1,1,4,2,2,5,6,6,2,1,4,2,3,4,2,2,3,5,0,2,0,0,0,0,0,0,0,0,0,0,0,0,2,2,4,6,11,2,3,6,45,0,0,0,0,0,4,0,2,5,1,1,1,0,1,9,8
0,1,87,32,819,0,1,81,30,5023,270,201,0,4,1,0,4,105,2,1,301,2,25,6,9,1979,30,1,7,4,4061,3,1,2,0,6,,, ,,, ,2,3,1322,659,1,2,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,3,0,0,0,0,0,0,0,0,0,4,2,2,3,8,1,3,16,0,0,0,0,0,0,0,0,2,0,1,0,0,0,0,0,0
0,1,87,22,816,0,1,81,30,5028,307,202,0,2,1,0,4,105,2,1,201,2,28,6,4,1976,30,1,3,3,, , ,2,3,5,,, ,,, ,2,3,1322,673,1,1,1,4,2,4,6,6,8,2,1,4,3,6,5,2,2,3,5,0,2,0,0,0,0,0,0,0,0,0,0,0,0,3,2,2,3,8,3,3,9,60,0,0,0,0,0,4,0,2,18,1,1,1,0,1,9,8
0,1,87,22,816,0,1,81,30,5028,307,202,0,2,1,0,4,105,4,1,301,1,2,18,9,2002,30, ,, ,, , , ,, ,,, ,,, ,2,3,1322,673,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,1,87,10,814,0,1,81,30,5034,154,203,0,2,1,0,4,105,1,1,101,2,45,7,11,1959,7,1,2,4,, , ,2,5,2,,, ,,, ,2,3,1322,359,1,1,1,3,2,3,6,1,8,2,1,4,3,5,5,2,3,3,5,0,2,0,0,0,0,0,0,0,0,0,0,0,0,1,3,4,7,12,3,3,4,59,900,3.5475,0,2,1,4,1,2,7,1,1,1,0,1,7,8
0,1,87,21,815,0,1,81,30,5042,157,302,200,5,1,0,3,105,5,1,608,1,5,30,12,1999,30,2,0,0,, , ,2,, ,,, ,,, ,2,3,1322,1062,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,1,87,33,820,0,1,81,30,5043,440,302,65,2,1,0,3,105,1,1,101,2,40,4,11,1964,30,1,4,3,, , ,2,0,6,,, ,,, ,2,3,1322,711,1,1,1,1,2,3,6,4,7,2,4,4,3,5,5,2,3,1,1,0,2,0,0,0,0,0,1,1,5,0,0,0,0,4,2,4,6,11,1,3,12,54,6000,25.83979,0,0,0,4,0,2,7,1,1,2,0,3,1,2
0,1,87,32,819,0,1,81,30,5046,726,302,187,4,1,0,3,105,1,1,101,2,31,26,11,1973,30,1,7,1,3741,3,2,2,1,1,,, ,,, ,2,3,1322,702,1,1,1,1,2,4,4,4,6,6,4,4,3,11,4,2,7,2,4,1,2,0,0,0,0,0,1,1,2,0,0,0,0,4,2,3,4,9,2,3,13,40,6500,37.7907,0,0,0,4,0,1,20,1,1,2,0,3,1,5
0,1,87,21,815,0,1,81,30,5050,543,303,66,3,1,0,3,105,3,1,301,2,5,11,12,1999,30,2,0,0,, , ,1,, ,,, ,,, ,2,3,1322,980,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,1,87,21,815,0,1,81,30,5050,543,303,121,5,1,0,3,105,5,1,301,2,14,12,12,1990,30,1,3,1,, , ,1,0,6,,, ,,, ,2,3,1322,980,2,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1,4,2,0,0,0,5,1,7,7,0,0,0,0,0,0,0,0,2,0,1,0,0,0,0,0,0
0,1,87,33,820,0,1,81,30,5064,794,402,67,4,1,0,2,105,1,1,101,1,48,12,3,1956,30,1,3,3,, , ,2,,5,,, ,,, ,2,3,1322,794,1,1,1,1,1,4,9,3,8,3,3,4,3,8,5,2,4,1,1,0,2,0,0,0,0,0,1,1,2,0,0,0,0,3,3,4,7,12,0,1,9,72,3010,9.72222,0,0,0,1,0,2,11,1,2,2,0,3,2,2
0,1,87,33,820,0,1,81,30,5064,794,402,85,5,1,0,2,105,1,1,101,1,42,12,2,1963,30,1,3,3,, , ,2,,1,,, ,,, ,2,3,1322,794,1,1,1,1,1,4,7,4,8,5,3,4,3,7,5,2,4,1,1,0,2,0,0,0,0,0,1,1,5,0,0,0,0,3,2,4,6,11,0,1,9,98,4730,11.22449,0,0,0,1,0,2,8,1,2,2,0,3,2,2
0,1,87,40,821,0,1,81,30,5072,548,403,24,1,1,0,2,105,4,1,301,1,22,8,10,1982,30,1,7,4,3961,3,1,2,,6,,, ,,, ,2,3,1322,854,1,1,2,4,2,2,4,6,6,2,1,4,2,3,4,2,2,1,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,4,1,2,2,7,0,1,16,40,0,0,0,0,0,4,0,1,5,1,1,2,0,3,9,4
0,1,87,33,820,0,1,81,30,5081,575,501,105,5,1,0,1,105,3,1,301,1,11,1,5,1993,30,1,2,5,, , ,1,, ,,, ,,, ,2,3,1322,681,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,1,87,23,817,0,1,81,30,5093,54,503,95,3,1,0,1,105,1,1,101,1,63,26,9,1941,9,1,8,2,5110, ,1,1,,2,,, ,,, ,2,3,1322,1445,1,1,1,2,2,1,3,5,4,5,1,4,2,4,3,2,4,1,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,4,3,6,10,15,0,2,18,30,40000,310.07752,0,0,0,4,0,2,4,1,2,2,0,3,6,2
0,1,87,21,815,0,1,81,30,5005,291,102,0,3,1,0,5,105,1,1,101,1,31,7,4,1973,30,1,3,3,, , ,2,,5,,, ,,, ,2,3,1322,825,1,1,1,3,2,3,6,4,6,1,1,4,3,5,4,2,2,3,5,0,2,0,0,0,0,0,0,0,0,0,0,0,0,3,2,3,4,9,0,3,9,48,6450,31.25,0,0,1,4,0,2,7,1,1,1,0,1,7,8
0,1,87,21,815,0,1,81,30,5005,291,102,0,4,1,0,5,105,2,1,202,2,37,1,3,1967,30,1,2,6,, , ,2,2,1,,, ,,, ,2,3,1322,825,2,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,2,3,2,2,3,5,10,2,8,6,0,0,0,0,0,0,0,0,2,0,1,0,0,0,0,0,0
0,1,87,40,821,0,1,81,30,5013,739,103,0,1,1,0,5,105,2,1,201,2,43,17,7,1961,16,1,5,3,4012,3,2,2,2,5,,, ,,, ,2,3,1322,834,2,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,2,4,4,2,4,6,11,2,8,15,0,0,0,0,0,0,0,0,2,0,1,0,0,0,0,0,0
0,1,87,22,816,0,1,81,30,5016,238,103,0,5,1,0,5,105,1,1,101,2,71,30,8,1933,30,1,2,6,, , ,2,2,4,,, ,,, ,2,3,1322,663,1,1,1,3,2,3,6,1,8,1,1,4,3,5,5,2,2,3,5,0,2,0,0,0,0,0,0,0,0,0,0,0,0,2,4,6,11,17,2,3,6,66,900,3.17125,0,2,1,4,1,1,7,1,1,1,0,1,7,8
0,1,87,22,816,0,1,81,30,5021,692,201,0,3,1,0,4,105,7,1,616,1,24,3,11,1980,30,1,3,3,, , ,2,,5,,, ,,, ,2,3,1322,635,1,1,1,1,1,1,5,3,6,6,3,4,2,4,4,2,5,1,1,0,2,0,0,0,0,0,1,1,2,0,0,0,0,3,1,2,2,7,0,3,9,46,3870,19.56522,0,0,0,1,0,2,4,1,2,2,0,3,2,2
0,1,87,31,818,0,1,81,30,5022,650,201,0,3,1,0,4,105,3,1,301,1,0,4,9,2004,30, ,, ,, , , ,, ,,, ,,, ,2,3,1322,605,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,1,87,22,816,0,1,81,30,5028,307,202,0,5,1,0,4,105,2,1,301,1,8,8,10,1996,30,1,2,1,, , ,1,, ,,, ,,, ,2,3,1322,673,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,1,87,10,814,0,1,81,30,5034,154,203,0,4,1,0,4,105,1,1,101,1,59,28,2,1946,30,1,2,6,, , ,2,,1,,, ,,, ,2,3,1322,359,1,1,1,1,2,4,5,3,7,2,4,4,3,10,5,2,3,1,1,0,2,0,0,0,0,0,1,1,5,0,0,0,0,2,3,5,9,14,0,3,6,51,3870,17.64706,0,0,0,4,0,2,19,1,1,2,0,3,1,2
0,1,87,33,820,0,1,81,30,5035,694,203,0,4,1,0,4,105,2,1,201,2,43,18,1,1962,30,1,3,3,, , ,2,3,5,,, ,,, ,2,3,1322,650,2,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,2,4,3,2,4,6,11,3,8,9,0,0,0,0,0,0,0,0,2,0,1,0,0,0,0,0,0
0,1,87,23,817,0,1,81,30,5040,361,301,24,1,1,0,3,105,2,1,202,2,40,16,7,1964,30,1,4,3,, , ,2,2,1,,, ,,, ,2,3,1322,853,2,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,2,3,4,2,4,6,11,2,8,12,0,0,0,0,0,0,0,0,2,0,1,0,0,0,0,0,0
0,1,87,21,815,0,1,81,30,5042,157,302,76,2,1,0,3,105,3,1,301,2,16,7,1,1989,30,1,3,2,, , ,2,0,6,,, ,,, ,2,3,1322,1062,1,1,1,1,1,2,5,2,7,6,3,4,2,3,5,2,5,1,1,0,2,0,0,0,0,0,1,1,5,0,0,0,0,2,1,1,1,6,1,3,8,56,2150,8.92857,0,3,0,1,0,2,5,1,2,2,0,3,2,2
0,1,87,33,820,0,1,81,30,5043,440,302,65,2,1,0,3,105,2,1,601,2,63,28,4,1941,30,1,2,6,, , ,2,5,4,,, ,,, ,2,3,1322,711,2,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,2,4,2,3,6,10,15,3,8,6,0,0,0,0,0,0,0,0,2,0,1,0,0,0,0,0,0
0,1,87,23,817,0,1,81,30,5044,915,302,46,3,1,0,3,105,2,1,201,2,46,10,6,1958,30,1,3,3,, , ,2,3,5,,, ,,, ,2,3,1322,855,2,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,2,2,3,3,4,7,12,3,8,9,0,0,0,0,0,0,0,0,2,0,1,0,0,0,0,0,0
0,1,87,23,817,0,1,81,30,5045,796,302,198,4,1,0,3,105,2,1,202,1,55,29,11,1949,30,1,2,6,, , ,2,,1,,, ,,, ,2,3,1322,744,1,1,1,3,2,1,5,2,7,1,1,4,2,4,5,2,2,3,5,0,2,0,0,0,0,0,0,0,0,0,0,0,0,2,3,5,9,14,0,1,6,51,2580,11.76471,0,3,1,4,0,2,4,1,1,1,0,1,7,8
0,1,87,32,819,0,1,81,30,5046,726,302,87,2,1,0,3,105,3,1,301,1,17,7,1,1988,30,1,4,1,, , ,1,,6,,, ,,, ,2,3,1322,702,2,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1,4,3,1,1,1,6,0,7,10,0,0,0,0,0,0,0,0,2,0,1,0,0,0,0,0,0
0,1,87,21,815,0,1,81,30,5050,543,303,37,2,1,0,3,105,2,1,601,2,58,25,10,1946,30,1,2,3,, , ,2,13,6,,, ,,, ,2,3,1322,980,2,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,2,3,1,3,5,9,14,4,8,3,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0
0,1,87,22,816,0,1,81,30,5063,109,402,80,2,1,0,2,105,3,1,301,1,12,23,3,1992,30,1,2,5,, , ,1,,6,,, ,,, ,2,3,1322,881,2,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1,4,1,0,0,0,5,0,7,5,0,0,0,0,0,0,0,0,2,0,1,0,0,0,0,0,0
0,1,87,22,816,0,1,81,30,5063,109,402,131,3,1,0,2,105,1,1,101,2,58,20,8,1946,30,2,0,0,, , ,2,10,4,,, ,,, ,2,3,1322,881,2,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,2,3,1,3,5,9,14,4,8,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0
0,1,87,23,817,0,1,81,30,5066,244,402,28,1,1,0,2,105,4,1,301,1,11,30,3,1993,30,1,2,5,, , ,1,, ,,, ,,, ,2,3,1322,713,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,1,87,23,817,0,1,81,30,5066,244,402,145,5,1,0,2,105,2,1,201,2,29,12,9,1975,30,1,3,3,, , ,2,4,5,,, ,,, ,2,3,1322,713,2,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,2,3,3,2,2,3,8,3,8,9,0,0,0,0,0,0,0,0,2,0,1,0,0,0,0,0,0
0,1,87,23,817,0,1,81,30,5073,472,403,36,2,1,0,2,105,3,1,608,2,17,10,2,1988,30,1,3,3,, , ,1,0,6,,, ,,, ,2,3,1322,742,2,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,1,2,3,1,1,1,6,1,7,9,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0
0,1,87,23,817,0,1,81,30,5073,472,403,73,4,1,0,2,105,1,1,101,2,46,28,3,1958,30,1,2,3,, , ,2,6,2,,, ,,, ,2,3,1322,742,2,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,2,3,1,3,4,7,12,4,8,3,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0
0,1,87,40,821,0,1,81,30,5089,959,502,89,5,1,0,1,105,3,1,701,2,24,99,99,9999,30,1,4,3,, , ,1,0,6,,, ,,, ,2,3,1322,818,2,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1,4,4,1,2,2,7,1,7,12,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0
0,1,87,32,819,0,1,81,30,5095,486,503,11,1,1,0,1,105,1,1,101,1,39,7,2,1966,30,1,3,3,, , ,2,,5,,, ,,, ,2,3,1322,671,1,1,1,3,2,4,1,3,7,1,1,4,3,10,5,2,2,3,5,0,2,0,0,0,0,0,0,0,0,0,0,0,0,3,2,3,5,10,0,1,9,50,3440,16,0,0,0,4,0,2,19,1,1,1,0,1,7,8
0,1,87,32,819,0,1,81,30,5095,486,503,49,3,1,0,1,105,2,1,301,2,20,30,11,1984,30,1,7,2,3941,3,2,1,0,2,,, ,,, ,2,3,1322,671,2,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1,4,4,1,2,2,7,1,7,14,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0
0,87,87,30,857,0,3,85,30,5062,168,401,339,20,1,0,2,105,2,1,201,2,34,25,11,1970,30,1,7,2,3741,3,2,1,3,5,,, ,,, ,2,3,1322,126,2,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,2,3,4,2,3,4,9,3,8,14,0,0,0,0,0,0,0,0,2,0,1,0,0,0,0,0,0
0,1,87,23,817,0,1,81,30,5001,602,101,0,1,1,0,5,105,2,1,201,2,31,30,1,1973,30,1,3,3,, , ,2,2,5,,, ,,, ,2,3,1322,714,2,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,2,4,3,2,3,4,9,2,8,9,0,0,0,0,0,0,0,0,2,0,1,0,0,0,0,0,0
0,1,87,22,816,0,1,81,30,5002,166,101,0,5,1,0,5,105,1,1,101,1,74,17,9,1930,30,1,2,1,, , ,2,,5,,, ,,, ,2,3,1322,802,1,1,1,3,2,3,6,1,8,2,1,4,3,5,5,2,3,1,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,1,4,6,11,17,0,3,1,72,1290,4.16667,0,2,1,4,1,1,7,1,2,2,0,3,8,4
0,1,87,32,819,0,1,81,30,5006,904,102,0,4,1,0,5,105,2,1,202,2,47,15,10,1957,30,1,2,6,, , ,2,3,1,,, ,,, ,2,3,1322,789,1,1,1,1,2,4,8,2,6,2,4,4,3,10,4,2,8,3,6,0,2,0,0,0,0,0,1,1,5,0,0,0,0,2,3,4,7,12,3,3,6,46,2322,11.73913,0,0,0,4,0,2,19,1,1,2,0,2,1,9
0,1,87,40,821,0,1,81,30,5013,739,103,0,5,1,0,5,105,3,1,301,2,19,2,2,1986,30,1,4,3,, , ,1,0,6,,, ,,, ,2,3,1322,834,2,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1,4,4,1,1,1,6,1,7,12,0,0,0,0,0,0,0,0,2,0,1,0,0,0,0,0,0
0,1,87,32,819,0,1,81,30,5023,270,201,0,1,1,0,4,105,4,1,608,2,6,21,3,1998,30,1,1,3,, , ,1,, ,,, ,,, ,2,3,1322,659,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,1,87,32,819,0,1,81,30,5023,270,201,0,5,1,0,4,105,2,1,202,2,61,10,7,1943,30,2,0,0,, , ,2,4,1,,, ,,, ,2,3,1322,659,1,1,1,1,2,4,8,1,4,1,1,4,3,10,3,2,8,3,6,0,2,0,0,0,0,0,1,2,5,0,0,0,0,1,3,6,10,15,3,3,0,30,877,6.79845,0,0,0,4,0,2,19,1,1,2,0,2,1,9
0,1,87,33,820,0,1,81,30,5035,694,203,0,5,1,0,4,105,1,1,101,2,66,9,10,1938,30,1,3,2,, , ,2,2,5,,, ,,, ,2,3,1322,650,1,1,1,1,1,4,4,3,6,6,3,4,3,11,4,2,7,2,4,2,2,0,0,0,0,0,1,1,3,0,0,0,0,2,4,6,11,16,2,3,8,40,3180,18.48837,0,0,0,1,0,2,20,1,2,2,0,3,2,5
0,1,87,23,817,0,1,81,30,5040,361,301,110,4,1,0,3,105,2,1,301,1,10,30,1,1994,30,1,2,4,, , ,1,, ,,, ,,, ,2,3,1322,853,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,1,87,21,815,0,1,81,30,5042,157,302,35,1,1,0,3,105,1,1,101,1,46,25,6,1958,30,1,2,6,, , ,2,,5,,, ,,, ,2,3,1322,1062,1,1,1,1,1,4,7,5,8,6,3,4,3,7,5,2,6,1,1,0,2,0,0,0,0,0,1,1,3,0,0,0,0,2,3,4,7,12,0,1,6,98,6750,16.01804,0,0,0,1,0,2,8,1,2,2,0,3,2,2
0,1,87,21,815,0,1,81,30,5042,157,302,200,5,1,0,3,105,4,1,301,2,8,11,2,1996,30,1,2,1,, , ,2,, ,,, ,,, ,2,3,1322,1062,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,1,87,32,819,0,1,81,30,5046,726,302,187,4,1,0,3,105,2,1,202,1,37,8,7,1967,30,1,7,1,4212,3,2,2,,1,,, ,,, ,2,3,1322,702,1,1,1,1,1,4,4,4,7,6,3,4,3,11,5,2,7,2,4,1,2,0,0,0,0,0,1,1,2,0,0,0,0,4,2,3,5,10,0,1,13,56,5000,20.76412,0,0,0,1,0,2,20,1,2,2,0,3,2,5
0,1,87,31,818,0,1,81,30,5071,899,403,42,3,1,0,2,105,3,1,301,1,18,19,2,1987,30,1,4,2,, , ,1,,6,,, ,,, ,2,3,1322,655,2,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1,4,3,1,1,1,6,0,7,11,0,0,0,0,0,0,0,0,2,0,1,0,0,0,0,0,0
0,1,87,23,817,0,1,81,30,5073,472,403,55,3,1,0,2,105,2,1,201,2,51,5,1,1954,30,1,2,6,, , ,2,3,5,,, ,,, ,2,3,1322,742,2,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,2,4,2,3,5,8,13,3,8,6,0,0,0,0,0,0,0,0,2,0,1,0,0,0,0,0,0
0,1,87,32,819,0,1,81,30,5078,817,501,148,5,1,0,1,105,1,1,101,1,65,3,7,1939,30,1,8,3,5740, ,1,2,,5,,, ,,, ,2,3,1322,561,1,1,1,1,1,4,3,5,4,6,3,4,3,11,3,2,7,2,4,1,2,0,0,0,0,0,1,1,3,0,0,0,0,4,4,6,11,16,0,1,19,25,10000,93.02326,0,0,0,1,0,2,20,1,2,2,0,3,2,5
0,1,87,22,816,0,1,81,30,5080,388,501,116,5,1,0,1,105,3,1,301,2,7,10,7,1997,30,1,2,1,, , ,1,, ,,, ,,, ,2,3,1322,762,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,1,87,40,821,0,1,81,30,5089,959,502,34,2,1,0,1,105,1,1,101,2,19,11,11,1985,4,1,7,1,3544,3,2,1,0,6,,, ,,, ,2,3,1322,818,2,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1,4,4,1,1,1,6,1,7,13,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0
